Target_ID,Frame,Timestamp,X_pixels,Y_pixels,Range_pixels,Range_km_estimated,Azimuth_degrees,Speed_mps_estimated,Direction_degrees,Confidence,Defense_Zone,Target_Type,Radar_ID
T_1064,224,00:00:09,200.11,203.64,194.83,2.338,162.57,0.346,326.12,0.503,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,225,00:00:09,200.31,203.94,194.56,2.335,162.64,0.388,302.11,0.493,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,226,00:00:09,200.06,204.69,194.57,2.335,162.87,0.853,252.03,0.602,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,227,00:00:09,200.23,204.55,194.45,2.333,162.82,0.235,39.84,0.553,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,228,00:00:09,200.5,204.23,194.28,2.331,162.7,0.461,49.88,0.512,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,229,00:00:09,200.44,204.76,194.19,2.33,162.86,0.578,262.97,0.581,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,230,00:00:09,200.82,204.33,193.95,2.327,162.7,0.622,48.33,0.516,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,231,00:00:09,200.7,204.7,193.96,2.327,162.82,0.427,251.76,0.554,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,232,00:00:09,200.76,204.9,193.84,2.326,162.87,0.228,287.05,0.573,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,233,00:00:09,200.81,204.94,193.79,2.325,162.87,0.059,326.3,0.547,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,234,00:00:09,200.51,205.29,193.96,2.328,163.0,0.501,230.51,0.642,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,235,00:00:09,201.27,204.73,193.41,2.321,162.78,1.015,36.51,0.529,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,236,00:00:09,200.44,205.55,193.95,2.327,163.08,1.25,224.75,0.587,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,237,00:00:09,199.9,206.1,194.31,2.332,163.28,0.839,225.63,0.732,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,238,00:00:09,199.76,206.2,194.42,2.333,163.32,0.187,213.84,0.733,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1064,239,00:00:09,199.69,206.06,194.53,2.334,163.29,0.166,115.06,0.731,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1065,221,00:00:09,274.68,81.18,212.34,2.548,121.62,0.0,121.62,0.879,OUTER_MONITORING,PERSON,BFSR_01
T_1065,222,00:00:09,274.84,81.53,211.95,2.543,121.63,0.423,295.39,0.898,OUTER_MONITORING,PERSON,BFSR_01
T_1065,223,00:00:09,274.82,81.01,212.41,2.549,121.56,0.569,92.28,0.822,OUTER_MONITORING,PERSON,BFSR_01
T_1065,224,00:00:09,274.76,80.58,212.81,2.554,121.52,0.465,98.81,0.746,OUTER_MONITORING,PERSON,BFSR_01
T_1065,225,00:00:09,274.99,81.42,211.98,2.544,121.58,0.936,285.48,0.885,OUTER_MONITORING,PERSON,BFSR_01
T_1065,226,00:00:09,274.94,81.29,212.11,2.545,121.57,0.143,110.33,0.857,OUTER_MONITORING,PERSON,BFSR_01
T_1065,227,00:00:09,275.05,81.08,212.23,2.547,121.52,0.257,63.57,0.848,OUTER_MONITORING,PERSON,BFSR_01
T_1065,228,00:00:09,275.12,80.95,212.31,2.548,121.48,0.163,62.5,0.845,OUTER_MONITORING,PERSON,BFSR_01
T_1065,229,00:00:09,275.05,80.62,212.62,2.551,121.45,0.356,102.04,0.852,OUTER_MONITORING,PERSON,BFSR_01
T_1065,230,00:00:09,274.37,79.77,213.7,2.564,121.49,1.18,128.72,0.707,OUTER_MONITORING,PERSON,BFSR_01
T_1065,234,00:00:09,275.01,80.09,213.1,2.557,121.39,0.194,334.1,0.869,OUTER_MONITORING,PERSON,BFSR_01
T_1065,235,00:00:09,275.59,80.34,212.58,2.551,121.29,0.681,335.72,0.889,OUTER_MONITORING,PERSON,BFSR_01
T_1065,236,00:00:09,275.82,80.38,212.43,2.549,121.24,0.254,350.26,0.894,OUTER_MONITORING,PERSON,BFSR_01
T_1065,237,00:00:09,276.31,80.44,212.12,2.545,121.14,0.537,353.25,0.892,OUTER_MONITORING,PERSON,BFSR_01
T_1065,238,00:00:09,277.3,80.37,211.67,2.54,120.9,1.065,3.99,0.883,OUTER_MONITORING,PERSON,BFSR_01
T_1065,239,00:00:09,277.3,80.25,211.77,2.541,120.88,0.131,87.79,0.676,OUTER_MONITORING,PERSON,BFSR_01
T_1066,226,00:00:09,202.66,127.82,227.2,2.726,143.8,0.0,143.8,0.538,OUTER_MONITORING,PERSON,BFSR_01
T_1066,227,00:00:09,204.41,129.74,224.65,2.696,143.93,2.809,312.41,0.521,OUTER_MONITORING,PERSON,BFSR_01
T_1066,229,00:00:09,205.18,76.02,259.39,3.113,134.19,29.01,89.18,0.394,OUTER_MONITORING,PERSON,BFSR_01
T_1067,230,00:00:09,162.89,281.19,223.93,2.687,184.92,0.0,184.92,0.71,OUTER_MONITORING,PERSON,BFSR_01
T_1067,231,00:00:09,162.72,280.78,224.06,2.689,184.81,0.482,112.57,0.691,OUTER_MONITORING,PERSON,BFSR_01
T_1067,232,00:00:09,162.55,280.87,224.25,2.691,184.83,0.211,206.32,0.664,OUTER_MONITORING,PERSON,BFSR_01
T_1067,233,00:00:09,162.56,281.22,224.26,2.691,184.92,0.377,271.85,0.654,OUTER_MONITORING,PERSON,BFSR_01
T_1068,230,00:00:09,203.83,126.81,226.85,2.722,143.42,0.0,143.42,0.665,OUTER_MONITORING,PERSON,BFSR_01
T_1068,231,00:00:09,203.3,127.54,226.85,2.722,143.65,0.979,234.02,0.753,OUTER_MONITORING,PERSON,BFSR_01
T_1068,237,00:00:09,275.68,146.96,159.39,1.913,133.8,13.489,344.98,0.5,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1068,238,00:00:09,276.85,146.2,159.13,1.91,133.31,1.513,32.83,0.435,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1070,237,00:00:09,283.75,176.77,133.12,1.597,140.19,0.0,140.19,0.818,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1070,238,00:00:09,283.79,177.37,132.69,1.592,140.38,0.656,274.21,0.892,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1070,239,00:00:09,283.83,177.37,132.67,1.592,140.36,0.036,7.75,0.893,MID_DEFENSE_LAYER,PERSON,BFSR_01
