Target_ID,Frame,Timestamp,X_pixels,Y_pixels,Range_pixels,Range_km_estimated,Azimuth_degrees,Speed_mps_estimated,Direction_degrees,Confidence,Defense_Zone,Target_Type,Radar_ID
T_1024,0,00:00:00,627.27,144.71,268.26,3.219,25.93,0.0,25.93,0.891,OUTER_MONITORING,PERSON,BFSR_01
T_1024,1,00:00:00,627.28,144.66,268.3,3.22,25.93,0.064,72.49,0.893,OUTER_MONITORING,PERSON,BFSR_01
T_1024,2,00:00:00,627.46,144.89,268.36,3.22,25.87,0.31,306.84,0.898,OUTER_MONITORING,PERSON,BFSR_01
T_1024,3,00:00:00,627.4,145.01,268.26,3.219,25.86,0.14,245.91,0.902,OUTER_MONITORING,PERSON,BFSR_01
T_1024,4,00:00:00,627.34,144.98,268.22,3.219,25.87,0.074,154.24,0.899,OUTER_MONITORING,PERSON,BFSR_01
T_1024,5,00:00:00,627.07,145.02,267.95,3.215,25.88,0.295,189.99,0.899,OUTER_MONITORING,PERSON,BFSR_01
T_1024,6,00:00:00,626.62,145.06,267.53,3.21,25.92,0.491,185.21,0.897,OUTER_MONITORING,PERSON,BFSR_01
T_1024,7,00:00:00,625.45,145.43,266.32,3.196,25.96,1.326,197.49,0.895,OUTER_MONITORING,PERSON,BFSR_01
T_1024,8,00:00:00,624.25,145.74,265.1,3.181,26.01,1.337,194.17,0.856,OUTER_MONITORING,PERSON,BFSR_01
T_1024,9,00:00:00,621.85,145.27,263.15,3.158,26.33,2.644,169.02,0.758,OUTER_MONITORING,PERSON,BFSR_01
T_1024,10,00:00:00,618.36,146.35,259.55,3.115,26.46,3.94,197.22,0.665,OUTER_MONITORING,PERSON,BFSR_01
T_1024,11,00:00:00,616.46,146.79,257.66,3.092,26.56,2.105,193.16,0.615,OUTER_MONITORING,PERSON,BFSR_01
T_1024,12,00:00:00,616.01,147.25,257.05,3.085,26.51,0.691,225.24,0.583,OUTER_MONITORING,PERSON,BFSR_01
T_1024,13,00:00:00,613.88,147.83,254.88,3.059,26.61,2.384,195.31,0.541,OUTER_MONITORING,PERSON,BFSR_01
T_1024,14,00:00:00,612.18,148.26,253.16,3.038,26.7,1.902,194.21,0.513,OUTER_MONITORING,PERSON,BFSR_01
T_1024,22,00:00:00,626.4,144.49,267.58,3.211,26.05,1.987,14.84,0.872,OUTER_MONITORING,PERSON,BFSR_01
T_1024,23,00:00:00,626.39,144.46,267.58,3.211,26.06,0.037,116.96,0.87,OUTER_MONITORING,PERSON,BFSR_01
T_1024,24,00:00:01,626.48,144.24,267.77,3.213,26.09,0.263,66.46,0.898,OUTER_MONITORING,PERSON,BFSR_01
T_1024,25,00:00:01,626.59,144.24,267.87,3.214,26.08,0.117,0.82,0.898,OUTER_MONITORING,PERSON,BFSR_01
T_1024,26,00:00:01,626.7,144.21,267.97,3.216,26.08,0.118,17.02,0.899,OUTER_MONITORING,PERSON,BFSR_01
T_1024,27,00:00:01,626.77,144.17,268.06,3.217,26.08,0.09,29.92,0.898,OUTER_MONITORING,PERSON,BFSR_01
T_1024,28,00:00:01,626.9,144.13,268.19,3.218,26.07,0.143,14.61,0.899,OUTER_MONITORING,PERSON,BFSR_01
T_1024,29,00:00:01,627.02,144.1,268.31,3.22,26.07,0.141,13.89,0.899,OUTER_MONITORING,PERSON,BFSR_01
T_1024,30,00:00:01,627.0,144.11,268.29,3.219,26.07,0.028,212.09,0.898,OUTER_MONITORING,PERSON,BFSR_01
T_1024,31,00:00:01,627.0,144.07,268.31,3.22,26.07,0.052,93.62,0.897,OUTER_MONITORING,PERSON,BFSR_01
T_1024,32,00:00:01,627.11,143.98,268.44,3.221,26.08,0.147,38.22,0.895,OUTER_MONITORING,PERSON,BFSR_01
T_1024,33,00:00:01,627.14,144.01,268.46,3.222,26.07,0.053,324.26,0.892,OUTER_MONITORING,PERSON,BFSR_01
T_1024,34,00:00:01,627.2,144.01,268.51,3.222,26.07,0.06,356.8,0.888,OUTER_MONITORING,PERSON,BFSR_01
T_1024,35,00:00:01,627.41,143.95,268.73,3.225,26.06,0.234,17.55,0.881,OUTER_MONITORING,PERSON,BFSR_01
T_1024,36,00:00:01,627.14,144.1,268.42,3.221,26.06,0.335,208.62,0.883,OUTER_MONITORING,PERSON,BFSR_01
T_1024,37,00:00:01,627.14,144.07,268.43,3.221,26.06,0.028,79.64,0.875,OUTER_MONITORING,PERSON,BFSR_01
T_1024,38,00:00:01,627.17,144.36,268.33,3.22,26.0,0.312,275.33,0.869,OUTER_MONITORING,PERSON,BFSR_01
T_1024,39,00:00:01,627.23,144.44,268.36,3.22,25.98,0.113,310.47,0.862,OUTER_MONITORING,PERSON,BFSR_01
T_1025,0,00:00:00,527.25,211.64,149.96,1.8,19.62,0.0,19.62,0.886,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,1,00:00:00,527.28,211.57,150.01,1.8,19.64,0.088,67.46,0.887,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,2,00:00:00,527.22,211.8,149.88,1.799,19.57,0.255,255.06,0.889,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,3,00:00:00,527.47,211.86,150.09,1.801,19.52,0.277,345.93,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,4,00:00:00,527.53,211.95,150.12,1.801,19.47,0.124,303.19,0.898,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,5,00:00:00,527.92,211.85,150.52,1.806,19.46,0.43,15.5,0.899,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,6,00:00:00,528.31,212.16,150.78,1.809,19.3,0.543,321.07,0.902,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,7,00:00:00,529.12,212.27,151.51,1.818,19.16,0.88,352.16,0.902,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,8,00:00:00,529.81,212.26,152.17,1.826,19.08,0.746,1.21,0.897,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,9,00:00:00,530.33,212.21,152.67,1.832,19.03,0.563,5.59,0.863,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,10,00:00:00,531.28,212.3,153.54,1.843,18.89,1.031,354.66,0.818,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,11,00:00:00,532.03,212.33,154.25,1.851,18.79,0.819,357.7,0.774,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,12,00:00:00,532.56,212.36,154.74,1.857,18.71,0.568,356.74,0.718,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,13,00:00:00,533.19,212.34,155.34,1.864,18.65,0.682,1.99,0.695,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,14,00:00:00,533.82,212.33,155.95,1.871,18.57,0.686,0.75,0.67,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,15,00:00:00,534.68,212.55,156.69,1.88,18.4,0.95,345.5,0.644,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,16,00:00:00,534.86,212.5,156.87,1.882,18.39,0.202,15.57,0.629,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,17,00:00:00,536.16,212.65,158.06,1.897,18.19,1.415,353.47,0.61,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,18,00:00:00,536.72,212.77,158.55,1.903,18.09,0.618,347.64,0.598,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,19,00:00:00,537.76,212.89,159.51,1.914,17.93,1.133,353.17,0.583,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,20,00:00:00,538.95,213.16,160.56,1.927,17.71,1.316,347.64,0.557,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,21,00:00:00,539.6,213.3,161.14,1.934,17.59,0.723,347.57,0.537,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,26,00:00:01,528.52,211.58,151.17,1.814,19.48,2.423,171.18,0.808,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,27,00:00:01,528.43,211.52,151.11,1.813,19.52,0.116,143.42,0.827,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,28,00:00:01,528.09,211.52,150.79,1.809,19.56,0.37,180.57,0.895,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,29,00:00:01,527.83,211.48,150.56,1.807,19.61,0.281,170.57,0.893,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,30,00:00:01,527.49,211.4,150.27,1.803,19.68,0.374,167.2,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,31,00:00:01,527.61,211.35,150.4,1.805,19.68,0.138,23.97,0.895,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,32,00:00:01,527.49,211.29,150.3,1.804,19.72,0.14,155.26,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,33,00:00:01,527.55,211.16,150.4,1.805,19.76,0.158,68.46,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,34,00:00:01,527.35,211.15,150.22,1.803,19.79,0.21,176.49,0.893,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,35,00:00:01,527.4,211.2,150.25,1.803,19.76,0.072,310.94,0.892,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,36,00:00:01,527.37,211.06,150.27,1.803,19.82,0.154,102.21,0.891,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,37,00:00:01,527.43,211.27,150.25,1.803,19.73,0.235,286.25,0.889,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,38,00:00:01,527.38,211.17,150.24,1.803,19.78,0.121,117.63,0.885,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,39,00:00:01,527.42,211.2,150.27,1.803,19.76,0.061,323.79,0.881,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,40,00:00:01,527.3,211.0,150.22,1.803,19.85,0.253,121.18,0.876,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,41,00:00:01,527.25,211.06,150.15,1.802,19.83,0.084,229.74,0.869,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1025,42,00:00:01,527.22,211.16,150.09,1.801,19.8,0.115,253.98,0.86,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,0,00:00:00,463.7,175.22,116.48,1.398,48.16,0.0,48.16,0.883,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,1,00:00:00,463.47,174.96,116.52,1.398,48.33,0.377,132.17,0.886,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,2,00:00:00,463.69,174.93,116.69,1.4,48.26,0.241,9.08,0.89,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,3,00:00:00,463.35,174.96,116.45,1.397,48.37,0.369,185.09,0.892,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,4,00:00:00,463.57,174.91,116.63,1.4,48.31,0.246,11.86,0.893,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,5,00:00:00,463.69,175.15,116.53,1.398,48.19,0.291,296.28,0.895,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,6,00:00:00,463.55,175.01,116.54,1.398,48.28,0.218,135.83,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,7,00:00:00,463.43,175.01,116.46,1.398,48.33,0.122,179.7,0.897,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,8,00:00:00,463.71,175.18,116.52,1.398,48.17,0.357,328.09,0.898,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,9,00:00:00,463.55,175.16,116.43,1.397,48.24,0.185,170.99,0.897,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,10,00:00:00,463.53,175.12,116.45,1.397,48.25,0.045,106.35,0.899,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,11,00:00:00,463.67,175.21,116.47,1.398,48.17,0.176,325.18,0.899,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,12,00:00:00,463.63,175.4,116.3,1.396,48.13,0.207,258.18,0.9,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,13,00:00:00,463.52,175.38,116.24,1.395,48.17,0.115,172.66,0.9,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,14,00:00:00,463.45,175.28,116.27,1.395,48.23,0.14,125.18,0.899,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,15,00:00:00,463.56,175.27,116.35,1.396,48.19,0.125,4.08,0.898,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,16,00:00:00,463.51,175.46,116.18,1.394,48.15,0.207,255.07,0.897,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,17,00:00:00,463.53,175.36,116.27,1.395,48.17,0.104,77.59,0.897,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,18,00:00:00,463.56,175.42,116.24,1.395,48.14,0.072,296.47,0.893,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,19,00:00:00,463.63,175.32,116.36,1.396,48.15,0.13,56.73,0.892,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,20,00:00:00,464.03,175.21,116.71,1.401,48.04,0.449,14.88,0.887,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,21,00:00:00,463.98,174.9,116.91,1.403,48.16,0.338,98.79,0.881,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,22,00:00:00,464.36,174.77,117.26,1.407,48.07,0.434,19.47,0.853,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,23,00:00:00,463.98,174.29,117.36,1.408,48.36,0.666,128.92,0.829,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,24,00:00:01,463.26,174.97,116.37,1.396,48.4,1.068,223.72,0.784,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,25,00:00:01,463.31,174.82,116.52,1.398,48.43,0.171,70.76,0.801,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,26,00:00:01,463.7,175.14,116.54,1.399,48.19,0.54,321.02,0.875,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,27,00:00:01,463.83,175.01,116.72,1.401,48.18,0.192,45.48,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,28,00:00:01,463.76,174.97,116.71,1.401,48.22,0.085,146.92,0.893,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,29,00:00:01,463.76,174.91,116.75,1.401,48.24,0.064,89.76,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,30,00:00:01,463.73,175.07,116.62,1.399,48.2,0.172,260.39,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,31,00:00:01,463.82,175.11,116.65,1.4,48.15,0.106,333.94,0.893,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,32,00:00:01,463.74,175.06,116.63,1.4,48.2,0.106,147.88,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,33,00:00:01,463.74,174.99,116.68,1.4,48.22,0.074,88.38,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,34,00:00:01,463.87,175.03,116.73,1.401,48.16,0.142,340.72,0.894,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,35,00:00:01,463.88,174.99,116.77,1.401,48.17,0.046,66.87,0.892,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,36,00:00:01,463.93,174.99,116.81,1.402,48.15,0.05,6.1,0.893,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,37,00:00:01,463.89,175.13,116.67,1.4,48.12,0.158,253.7,0.892,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,38,00:00:01,464.01,175.03,116.84,1.402,48.11,0.177,38.82,0.887,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,39,00:00:01,463.72,175.2,116.51,1.398,48.16,0.369,209.68,0.884,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,40,00:00:01,463.44,174.98,116.49,1.398,48.34,0.383,141.94,0.881,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,41,00:00:01,463.67,175.19,116.48,1.398,48.18,0.332,317.61,0.855,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,42,00:00:01,463.39,175.33,116.19,1.394,48.24,0.337,208.33,0.865,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1026,43,00:00:01,463.26,175.79,115.77,1.389,48.13,0.512,254.32,0.851,MID_DEFENSE_LAYER,PERSON,BFSR_01
T_1027,0,00:00:00,385.8,262.08,0.22,0.01,200.56,0.0,200.56,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,1,00:00:00,385.8,262.08,0.22,0.01,200.56,0.0,200.56,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,2,00:00:00,385.8,262.08,0.22,0.01,200.56,0.0,200.56,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,3,00:00:00,385.8,262.08,0.22,0.01,200.56,0.0,200.56,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,4,00:00:00,386.27,262.02,0.27,0.01,356.59,0.514,7.25,0.82,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,5,00:00:00,386.27,262.02,0.27,0.01,356.59,0.0,356.59,0.823,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,8,00:00:00,386.31,261.87,0.33,0.01,22.91,0.054,75.17,0.847,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,9,00:00:00,386.31,261.87,0.33,0.01,22.91,0.0,22.91,0.847,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,16,00:00:00,387.16,262.15,1.17,0.014,352.52,0.138,341.62,0.805,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,17,00:00:00,386.6,262.01,0.6,0.01,358.87,0.619,165.86,0.858,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,18,00:00:00,386.52,262.04,0.52,0.01,355.13,0.095,201.52,0.857,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,19,00:00:00,386.52,262.04,0.52,0.01,355.13,0.0,355.13,0.857,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,20,00:00:00,386.52,262.04,0.52,0.01,355.13,0.0,355.13,0.857,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,21,00:00:00,386.46,262.12,0.47,0.01,344.84,0.109,232.13,0.857,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,22,00:00:00,386.45,262.06,0.45,0.01,351.98,0.067,99.13,0.845,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,23,00:00:00,386.39,262.1,0.4,0.01,345.54,0.073,214.05,0.833,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,24,00:00:01,386.42,261.82,0.46,0.01,22.81,0.301,84.2,0.873,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,25,00:00:01,386.4,261.78,0.45,0.01,28.77,0.051,120.87,0.873,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,26,00:00:01,386.4,261.78,0.45,0.01,28.77,0.0,28.77,0.873,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,27,00:00:01,386.47,262.24,0.53,0.01,333.1,0.498,279.24,0.869,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,28,00:00:01,386.47,262.24,0.53,0.01,333.1,0.0,333.1,0.87,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,29,00:00:01,386.47,262.24,0.53,0.01,333.1,0.0,333.1,0.87,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,30,00:00:01,386.47,262.24,0.53,0.01,333.1,0.0,333.1,0.87,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,31,00:00:01,386.43,262.14,0.45,0.01,342.24,0.116,111.0,0.869,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,32,00:00:01,386.18,261.94,0.19,0.01,17.18,0.34,141.82,0.842,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,33,00:00:01,386.41,262.17,0.45,0.01,337.08,0.349,314.58,0.868,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,34,00:00:01,386.41,262.17,0.45,0.01,337.08,0.0,337.08,0.867,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,35,00:00:01,386.41,262.17,0.45,0.01,337.08,0.0,337.08,0.867,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,36,00:00:01,386.31,262.16,0.35,0.01,332.68,0.106,173.07,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,37,00:00:01,386.03,262.04,0.05,0.01,306.03,0.332,156.95,0.867,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,38,00:00:01,386.08,262.12,0.14,0.01,302.01,0.101,299.82,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,39,00:00:01,386.08,262.12,0.14,0.01,302.01,0.0,302.01,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,40,00:00:01,386.08,262.12,0.14,0.01,302.01,0.0,302.01,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,41,00:00:01,386.08,262.12,0.14,0.01,302.01,0.0,302.01,0.864,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,42,00:00:01,386.03,262.04,0.05,0.01,306.03,0.101,119.82,0.868,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,43,00:00:01,386.03,262.04,0.05,0.01,306.03,0.0,306.03,0.868,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,44,00:00:01,386.03,262.04,0.05,0.01,306.03,0.0,306.03,0.868,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,45,00:00:01,386.03,262.04,0.05,0.01,306.03,0.0,306.03,0.868,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,46,00:00:01,386.03,262.04,0.05,0.01,306.03,0.0,306.03,0.868,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,47,00:00:01,386.03,262.04,0.05,0.01,306.03,0.0,306.03,0.867,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,48,00:00:02,385.8,262.4,0.44,0.01,243.24,0.455,237.07,0.848,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,49,00:00:02,385.8,262.4,0.44,0.01,243.24,0.0,243.24,0.848,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,50,00:00:02,385.8,262.4,0.44,0.01,243.24,0.0,243.24,0.848,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,51,00:00:02,386.03,262.41,0.41,0.01,273.58,0.243,356.17,0.866,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,52,00:00:02,386.03,262.41,0.41,0.01,273.58,0.0,273.58,0.866,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,53,00:00:02,386.03,262.41,0.41,0.01,273.58,0.0,273.58,0.866,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,54,00:00:02,385.95,261.96,0.06,0.01,137.73,0.493,98.93,0.867,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,55,00:00:02,385.99,262.37,0.37,0.01,267.69,0.442,274.27,0.865,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,56,00:00:02,384.56,266.26,4.5,0.054,251.34,4.481,249.92,0.596,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,60,00:00:02,385.57,262.24,0.49,0.01,209.13,1.121,75.89,0.83,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,61,00:00:02,385.57,262.24,0.49,0.01,209.13,0.0,209.13,0.831,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,62,00:00:02,385.57,262.24,0.49,0.01,209.13,0.0,209.13,0.831,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,63,00:00:02,385.57,262.24,0.49,0.01,209.13,0.0,209.13,0.831,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,64,00:00:02,385.57,262.24,0.49,0.01,209.13,0.0,209.13,0.831,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,65,00:00:02,385.3,262.46,0.83,0.01,213.2,0.372,218.99,0.868,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,66,00:00:02,382.78,265.39,4.67,0.056,226.45,4.178,229.27,0.49,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,67,00:00:02,383.51,264.51,3.54,0.042,225.2,1.229,50.31,0.572,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,69,00:00:02,384.33,263.45,2.21,0.027,220.89,0.726,52.31,0.62,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,70,00:00:02,385.34,262.36,0.76,0.01,208.75,1.599,47.06,0.83,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,71,00:00:02,384.73,262.68,1.44,0.017,208.17,0.741,207.54,0.737,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,72,00:00:03,385.22,262.51,0.94,0.011,213.32,0.558,18.82,0.843,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,73,00:00:03,385.33,262.3,0.73,0.01,204.11,0.261,62.38,0.862,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,74,00:00:03,385.12,262.44,0.98,0.012,206.57,0.269,213.83,0.868,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,75,00:00:03,385.36,262.33,0.72,0.01,207.63,0.284,23.64,0.87,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,76,00:00:03,385.57,262.12,0.44,0.01,195.35,0.327,45.66,0.873,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,77,00:00:03,385.57,262.12,0.44,0.01,195.35,0.0,195.35,0.873,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,78,00:00:03,385.29,262.18,0.73,0.01,194.18,0.31,192.39,0.871,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,79,00:00:03,385.23,262.13,0.78,0.01,189.51,0.087,142.06,0.871,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,80,00:00:03,385.23,262.13,0.78,0.01,189.51,0.0,189.51,0.87,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,81,00:00:03,385.23,262.13,0.78,0.01,189.51,0.0,189.51,0.871,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,82,00:00:03,385.23,262.13,0.78,0.01,189.51,0.0,189.51,0.871,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,83,00:00:03,385.23,262.13,0.78,0.01,189.51,0.0,189.51,0.871,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,84,00:00:03,385.54,262.03,0.46,0.01,184.09,0.348,17.29,0.876,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,85,00:00:03,385.26,262.03,0.74,0.01,182.39,0.297,179.53,0.874,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,86,00:00:03,385.26,262.03,0.74,0.01,182.39,0.0,182.39,0.874,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,87,00:00:03,385.26,262.03,0.74,0.01,182.39,0.0,182.39,0.874,INNER_CRITICAL_ZONE,PERSON,BFSR_01
T_1027,88,00:00:03,385.26,262.03,0.74,0.01,182.39,0.0,182.39,0.874,INNER_CRITICAL_ZONE,PERSON,BFSR_01
